,X.1,X,LINKEDDEPTNAME,LINKEDLINENAME,LINKEDLINE,LINKEDPOLENAME,ACQUISITION_TIME,TENSION,D,ACQUISITION_DAY,ACQUISITION_HOUR,F0,b,
171,171,4974275,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 15:07,14758.8,33.8,12/10/2013,2013-12-10 15,14210,2.44,
172,172,4974281,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 16:08,14680.4,33.8,12/10/2013,2013-12-10 16,14210,2.11,
173,173,4974287,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 17:08,14572.6,33.8,12/10/2013,2013-12-10 17,14210,1.64,
174,174,4974293,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 18:09,14366.8,33.8,12/10/2013,2013-12-10 18,14210,0.73,
175,175,4974298,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 19:00,14308,33.8,12/10/2013,2013-12-10 19,14210,0.46,
176,176,4974302,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 20:00,14317.8,33.8,12/10/2013,2013-12-10 20,14210,0.51,
177,177,4974308,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 21:01,14268.8,33.8,12/10/2013,2013-12-10 21,14210,0.28,
178,178,4974314,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 22:02,14278.6,33.8,12/10/2013,2013-12-10 22,14210,0.32,
179,179,4974318,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 23:03,14278.6,33.8,12/10/2013,2013-12-10 23,14210,0.32,
180,180,4977602,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 0:03,14229.6,33.8,12/11/2013,2013-12-11 00,14210,0.09,
181,181,4977607,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 1:05,14180.6,33.8,12/11/2013,2013-12-11 01,14180.6,0,
182,182,4977612,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 2:06,14200.2,33.8,12/11/2013,2013-12-11 02,14180.6,0.09,
183,183,4977618,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 3:06,14180.6,33.8,12/11/2013,2013-12-11 03,14180.6,0,
184,184,4974342,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 4:06,14200.2,33.8,12/11/2013,2013-12-11 04,14180.6,0.09,
185,185,4977628,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 5:07,14239.4,33.8,12/11/2013,2013-12-11 05,14180.6,0.28,
186,186,4977634,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 6:07,14259,33.8,12/11/2013,2013-12-11 06,14180.6,0.37,
187,187,4977640,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 7:07,14268.8,33.8,12/11/2013,2013-12-11 07,14180.6,0.42,
188,188,4977646,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 8:07,14278.6,33.8,12/11/2013,2013-12-11 08,14180.6,0.46,
189,189,4977652,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 9:07,14298.2,33.8,12/11/2013,2013-12-11 09,14180.6,0.55,
190,190,4980938,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 10:06,14308,33.8,12/11/2013,2013-12-11 10,14180.6,0.6,
191,191,4984226,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 11:06,14308,33.8,12/11/2013,2013-12-11 11,14180.6,0.6,
192,192,4984232,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 12:07,14386.4,33.8,12/11/2013,2013-12-11 12,14180.6,0.95,
193,193,4987520,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 13:07,14562.8,33.8,12/11/2013,2013-12-11 13,14180.6,1.73,
194,194,4987526,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 14:06,14680.4,33.8,12/11/2013,2013-12-11 14,14180.6,2.23,
195,195,4987532,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 15:06,14680.4,33.8,12/11/2013,2013-12-11 15,14180.6,2.23,
196,196,4987538,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 16:08,14572.6,33.8,12/11/2013,2013-12-11 16,14180.6,1.78,
197,197,4987544,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 17:18,14445.2,33.8,12/11/2013,2013-12-11 17,14180.6,1.22,
198,198,4987549,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 18:09,14308,33.8,12/11/2013,2013-12-11 18,14180.6,0.6,
199,199,4987554,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 19:00,14239.4,33.8,12/11/2013,2013-12-11 19,14180.6,0.28,
200,200,4987560,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 20:11,14288.4,33.8,12/11/2013,2013-12-11 20,14180.6,0.51,
201,201,4984285,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 21:02,14288.4,33.8,12/11/2013,2013-12-11 21,14180.6,0.51,
202,202,4984291,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 22:02,14298.2,33.8,12/11/2013,2013-12-11 22,14180.6,0.55,
203,203,4981017,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/11/2013 23:03,14317.8,33.8,12/11/2013,2013-12-11 23,14180.6,0.64,
204,204,4981023,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 0:04,14268.8,33.8,12/12/2013,2013-12-12 00,14180.6,0.42,
205,205,4977749,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 1:05,14278.6,33.8,12/12/2013,2013-12-12 01,14180.6,0.46,
206,206,4977755,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 2:05,14288.4,33.8,12/12/2013,2013-12-12 02,14180.6,0.51,
207,207,4977761,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 3:06,14268.8,33.8,12/12/2013,2013-12-12 03,14180.6,0.42,
208,208,4977767,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 4:07,14239.4,33.8,12/12/2013,2013-12-12 04,14180.6,0.28,
209,209,4981053,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 5:08,14249.2,33.8,12/12/2013,2013-12-12 05,14180.6,0.32,
210,210,4981059,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 6:08,14249.2,33.8,12/12/2013,2013-12-12 06,14180.6,0.32,
211,211,4977785,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 7:09,14239.4,33.8,12/12/2013,2013-12-12 07,14180.6,0.28,
212,212,4977791,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 8:10,14229.6,33.8,12/12/2013,2013-12-12 08,14180.6,0.23,
213,213,4977796,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 9:00,14327.6,33.8,12/12/2013,2013-12-12 09,14180.6,0.69,
214,214,4977802,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 10:02,14337.4,33.8,12/12/2013,2013-12-12 10,14180.6,0.73,
215,215,4977808,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 11:02,14386.4,33.8,12/12/2013,2013-12-12 11,14180.6,0.95,
216,216,4977814,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 12:02,14494.2,33.8,12/12/2013,2013-12-12 12,14180.6,1.43,
217,217,4977820,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 13:04,14651,33.8,12/12/2013,2013-12-12 13,14180.6,2.11,
218,218,4977830,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 14:05,14739.2,33.8,12/12/2013,2013-12-12 14,14180.6,2.48,
219,219,4977836,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 15:06,14778.4,33.8,12/12/2013,2013-12-12 15,14180.6,2.64,
220,220,4977842,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 16:06,14670.6,33.8,12/12/2013,2013-12-12 16,14180.6,2.19,
221,221,4977848,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 17:08,14533.4,33.8,12/12/2013,2013-12-12 17,14180.6,1.61,
222,222,4977854,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 18:08,14308,33.8,12/12/2013,2013-12-12 18,14180.6,0.6,
223,223,4977860,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 19:09,14268.8,33.8,12/12/2013,2013-12-12 19,14180.6,0.42,
224,224,4977866,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 20:09,14288.4,33.8,12/12/2013,2013-12-12 20,14180.6,0.51,
225,225,4977871,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 21:00,14308,33.8,12/12/2013,2013-12-12 21,14180.6,0.6,
226,226,4977877,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 22:02,14298.2,33.8,12/12/2013,2013-12-12 22,14180.6,0.55,
227,227,4977883,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/12/2013 23:02,14308,33.8,12/12/2013,2013-12-12 23,14180.6,0.6,
228,228,4977889,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 0:02,14298.2,33.8,12/13/2013,2013-12-13 00,14180.6,0.55,
229,229,4977895,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 1:03,14298.2,33.8,12/13/2013,2013-12-13 01,14180.6,0.55,
230,230,4977901,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 2:05,14229.6,33.8,12/13/2013,2013-12-13 02,14180.6,0.23,
231,231,4977907,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 3:06,14161,33.8,12/13/2013,2013-12-13 03,14161,0,
232,232,4977913,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 4:07,14161,33.8,12/13/2013,2013-12-13 04,14161,0,
233,233,4977919,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 5:07,14170.8,33.8,12/13/2013,2013-12-13 05,14161,0.05,
234,234,4977925,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 6:07,14170.8,33.8,12/13/2013,2013-12-13 06,14161,0.05,
235,235,4977931,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 7:09,14131.6,33.8,12/13/2013,2013-12-13 07,14131.6,0,
236,236,4977936,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 8:01,14170.8,33.8,12/13/2013,2013-12-13 08,14131.6,0.19,
237,237,4977942,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 9:03,14268.8,33.8,12/13/2013,2013-12-13 09,14131.6,0.64,
238,238,4987788,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 10:01,14357,33.8,12/13/2013,2013-12-13 10,14131.6,1.05,
239,239,4987794,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 11:02,14386.4,33.8,12/13/2013,2013-12-13 11,14131.6,1.18,
240,240,4987800,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 12:02,14464.8,33.8,12/13/2013,2013-12-13 12,14131.6,1.53,
241,241,4987806,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 13:03,14592.2,33.8,12/13/2013,2013-12-13 13,14131.6,2.08,
242,242,4987812,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 14:04,14719.6,33.8,12/13/2013,2013-12-13 14,14131.6,2.61,
243,243,4987818,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 15:05,14670.6,33.8,12/13/2013,2013-12-13 15,14131.6,2.41,
244,244,4987824,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 16:05,14562.8,33.8,12/13/2013,2013-12-13 16,14131.6,1.95,
245,245,4987830,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 17:06,14513.8,33.8,12/13/2013,2013-12-13 17,14131.6,1.74,
246,246,4987836,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 18:07,14327.6,33.8,12/13/2013,2013-12-13 18,14131.6,0.91,
247,247,4987842,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 19:08,14259,33.8,12/13/2013,2013-12-13 19,14131.6,0.6,
248,248,4987848,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 20:08,14259,33.8,12/13/2013,2013-12-13 20,14131.6,0.6,
249,249,4987854,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 21:09,14259,33.8,12/13/2013,2013-12-13 21,14131.6,0.6,
250,250,4987859,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 22:00,14249.2,33.8,12/13/2013,2013-12-13 22,14131.6,0.55,
251,251,4987865,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/13/2013 23:00,14249.2,33.8,12/13/2013,2013-12-13 23,14131.6,0.55,
252,252,4987871,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 0:02,14259,33.8,12/14/2013,2013-12-14 00,14131.6,0.6,
253,253,4987877,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 1:02,14259,33.8,12/14/2013,2013-12-14 01,14131.6,0.6,
254,254,4987883,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 2:03,14219.8,33.8,12/14/2013,2013-12-14 02,14131.6,0.42,
255,255,4987889,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 3:03,14249.2,33.8,12/14/2013,2013-12-14 03,14131.6,0.55,
256,256,4987895,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 4:05,14268.8,33.8,12/14/2013,2013-12-14 04,14131.6,0.64,
257,257,4997742,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 5:06,14219.8,33.8,12/14/2013,2013-12-14 05,14131.6,0.42,
258,258,4997747,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 6:08,14219.8,33.8,12/14/2013,2013-12-14 06,14131.6,0.42,
259,259,4997753,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 7:08,14229.6,33.8,12/14/2013,2013-12-14 07,14131.6,0.46,
260,260,4997759,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 8:08,14170.8,33.8,12/14/2013,2013-12-14 08,14131.6,0.19,
261,261,4997765,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 9:09,14337.4,33.8,12/14/2013,2013-12-14 09,14131.6,0.96,
262,262,4997770,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 10:00,14347.2,33.8,12/14/2013,2013-12-14 10,14131.6,1,
263,263,4997776,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 11:00,14376.6,33.8,12/14/2013,2013-12-14 11,14131.6,1.13,
264,264,4997782,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 12:02,14308,33.8,12/14/2013,2013-12-14 12,14131.6,0.82,
265,265,4997788,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 13:02,14641.2,33.8,12/14/2013,2013-12-14 13,14131.6,2.28,
266,266,4997794,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 14:03,14719.6,33.8,12/14/2013,2013-12-14 14,14131.6,2.61,
267,267,4997800,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 15:03,14680.4,33.8,12/14/2013,2013-12-14 15,14131.6,2.45,
268,268,4997806,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 16:05,14582.4,33.8,12/14/2013,2013-12-14 16,14131.6,2.03,
269,269,4997812,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 17:05,14455,33.8,12/14/2013,2013-12-14 17,14131.6,1.48,
270,270,4997818,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 18:06,14268.8,33.8,12/14/2013,2013-12-14 18,14131.6,0.64,
271,271,4997824,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 19:07,14229.6,33.8,12/14/2013,2013-12-14 19,14131.6,0.46,
272,272,4997830,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 20:08,14219.8,33.8,12/14/2013,2013-12-14 20,14131.6,0.42,
273,273,4997836,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 21:08,14219.8,33.8,12/14/2013,2013-12-14 21,14131.6,0.42,
274,274,4997841,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 22:08,14219.8,33.8,12/14/2013,2013-12-14 22,14131.6,0.42,
275,275,4997847,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/14/2013 23:11,14278.6,33.8,12/14/2013,2013-12-14 23,14131.6,0.69,
276,276,4997852,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 0:02,14249.2,33.8,12/15/2013,2013-12-15 00,14131.6,0.55,
277,277,4997858,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 1:04,14298.2,33.8,12/15/2013,2013-12-15 01,14131.6,0.78,
278,278,4997864,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 2:05,14200.2,33.8,12/15/2013,2013-12-15 02,14131.6,0.33,
279,279,4997870,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 3:05,14308,33.8,12/15/2013,2013-12-15 03,14131.6,0.82,
280,280,4997875,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 4:01,14259,33.8,12/15/2013,2013-12-15 04,14131.6,0.6,
281,281,4997881,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 5:01,14278.6,33.8,12/15/2013,2013-12-15 05,14131.6,0.69,
282,282,4988046,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 6:03,14298.2,33.8,12/15/2013,2013-12-15 06,14131.6,0.78,
283,283,4988052,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 7:03,14376.6,33.8,12/15/2013,2013-12-15 07,14131.6,1.13,
284,284,4988058,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 8:03,14425.6,33.8,12/15/2013,2013-12-15 08,14131.6,1.35,
285,285,4988064,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 9:03,14366.8,33.8,12/15/2013,2013-12-15 09,14131.6,1.09,
286,286,4988070,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 10:03,14278.6,33.8,12/15/2013,2013-12-15 10,14131.6,0.69,
287,287,4988076,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 11:04,14327.6,33.8,12/15/2013,2013-12-15 11,14131.6,0.91,
288,288,4988082,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 12:03,14357,33.8,12/15/2013,2013-12-15 12,14131.6,1.05,
289,289,4988087,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 13:24,14259,33.8,12/15/2013,2013-12-15 13,14131.6,0.6,
290,290,4988091,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 14:15,14219.8,33.8,12/15/2013,2013-12-15 14,14131.6,0.42,
291,291,4988096,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 15:06,14210,33.8,12/15/2013,2013-12-15 15,14131.6,0.37,
292,292,4988102,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 16:06,14190.4,33.8,12/15/2013,2013-12-15 16,14131.6,0.28,
293,293,4988106,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 17:18,14121.8,33.8,12/15/2013,2013-12-15 17,14121.8,0,
294,294,4988109,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 18:00,14161,33.8,12/15/2013,2013-12-15 18,14121.8,0.19,
295,295,4988112,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 19:00,14102.2,33.8,12/15/2013,2013-12-15 19,14102.2,0,
296,296,4988118,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 20:01,14121.8,33.8,12/15/2013,2013-12-15 20,14102.2,0.09,
297,297,4988124,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 21:01,14004.2,33.8,12/15/2013,2013-12-15 21,14004.2,0,
298,298,4988130,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 22:03,14180.6,33.8,12/15/2013,2013-12-15 22,14004.2,0.83,
299,299,4988136,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/15/2013 23:03,14063,33.8,12/15/2013,2013-12-15 23,14004.2,0.28,
300,300,4988142,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/16/2013 0:14,14004.2,33.8,12/16/2013,2013-12-16 00,14004.2,0,
301,301,4988147,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/16/2013 1:04,14072.8,33.8,12/16/2013,2013-12-16 01,14004.2,0.33,
302,302,4988152,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/16/2013 2:06,14033.6,33.8,12/16/2013,2013-12-16 02,14004.2,0.14,
